Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Average_score,Score_discrepancy,Ratings_sales_ratio
Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0,05,0,0,0,0,05,30,4,3,6,20,Sensory Sweep,E,33,6,660
Exit DS,DS,2008,Puzzle,Square Enix,0,09,0,0,01,0,01,0,1,64,25,6,7,6,Moss,E,66,3,660
Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,0,06,0,0,0,0,07,35,6,5,6,11,Box Clever Interactive,E10+,46,21,657,1428571
Damnation,X360,2009,Shooter,Codemasters,0,06,0,01,0,0,01,0,07,36,39,5,6,50,Blue Omega,M,46,20,657,1428571
Top Gun,PS3,2011,Simulation,505 Games,0,06,0,0,0,01,0,07,49,25,4,4,5,Doublesix,T,46,5,657,1428571
Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0,01,0,1,0,0,02,0,14,93,33,9,1497,BioWare,T,92,3,657,1428571
MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0,06,0,0,0,01,0,07,47,13,4,6,10,Blue Castle Games,E,46,1,657,1428571
Dead Man's Hand,XB,2004,Shooter,Atari,0,09,0,02,0,0,0,11,62,31,8,1,9,Human Head Studios,T,72,19,654,5454545
Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,0,05,0,04,0,0,01,0,11,63,21,8,15,Team 17,T,72,17,654,5454545
Alias,PS2,2004,Action,Acclaim Entertainment,0,05,0,04,0,0,01,0,11,64,31,8,10,Acclaim Studios Cheltenham,T,72,16,654,5454545
Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft,0,08,0,02,0,0,0,11,67,17,7,7,6,Ubisoft Montreal,T,72,10,654,5454545
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0,0,03,0,08,0,0,11,67,58,7,6,226,Koei Tecmo Games,M,72,9,654,5454545
Cold Fear,PS2,2005,Action,Ubisoft,0,06,0,04,0,0,01,0,11,68,39,7,7,27,Darkworks,M,72,9,654,5454545
Bust-A-Move DS,DS,2005,Puzzle,505 Games,0,08,0,02,0,0,01,0,11,75,14,7,6,Happy Happening,E,72,5,654,5454545
FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,0,1,0,0,0,01,0,11,72,15,7,3,8,EA Canada,E,72,1,654,5454545
Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,0,04,0,03,0,0,0,08,37,7,6,8,20,n-Space,M,52,31,650
Mytran Wars,PSP,2009,Strategy,Deep Silver,0,08,0,02,0,0,02,0,12,68,16,8,8,4,Stormregion,T,78,20,650
Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0,09,0,0,01,0,01,0,12,68,38,8,7,18,Hudson Soft,E10+,78,19,650
Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0,0,08,0,0,01,0,1,71,28,5,9,94,Other Ocean Interactive,T,65,12,650
Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0,09,0,03,0,0,0,12,73,38,8,4,22,Beep Industries,T,78,11,650
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,Vivendi Games,0,09,0,03,0,0,0,12,73,26,8,4,14,Eurocom Entertainment Software,T,78,11,650
Knights Contract,X360,2011,Action,Namco Bandai Games,0,05,0,03,0,0,01,0,08,49,41,5,6,16,Game Republic,M,52,7,650
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0,09,0,0,0,01,0,1,68,7,6,2,20,5TH Cell,E10+,65,6,650
Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,0,06,0,05,0,0,02,0,12,79,15,7,8,16,Arc System Works,T,78,1,650
Mega Man X Collection,GC,2006,Misc,Capcom,0,1,0,03,0,0,0,13,75,23,9,2,12,Capcom,E,84,17,646,1538462
Chessmaster,XB,2004,Misc,Ubisoft,0,1,0,03,0,0,0,13,79,12,9,6,Ubisoft,E,84,11,646,1538462
Odama,GC,2006,Misc,Nintendo,0,07,0,02,0,02,0,0,11,62,42,8,17,Vivarium,E10+,71,18,645,4545455
DJ Max Fever,PSP,2009,Misc,PM Studios,0,09,0,0,0,01,0,11,77,5,6,5,13,Pentavision Entertainment,T,71,12,645,4545455
Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0,03,0,02,0,05,0,01,0,11,68,18,7,4,18,From Software,M,71,6,645,4545455
Spectral Force Genesis,DS,2008,Role-Playing,Nobilis,0,08,0,0,01,0,01,0,09,46,8,7,5,Neverland, Idea Factory,T,58,24,644,4444444
Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0,04,0,04,0,01,0,01,0,09,64,21,5,2,52,Spellbound,T,58,12,644,4444444
Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,0,04,0,03,0,0,02,0,09,57,27,5,8,19,Ubisoft,E10+,58,1,644,4444444
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0,05,0,04,0,0,01,0,1,49,9,8,11,High Voltage Software,E10+,64,31,640
X-Men: The Official Game,DS,2006,Action,Activision,0,1,0,0,0,01,0,1,50,17,7,8,6,Amaze Entertainment,E10+,64,28,640
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0,08,0,02,0,0,0,1,76,56,5,1,15,SNK,T,64,25,640
E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,0,04,0,03,0,02,0,01,0,1,57,28,7,2,6,Yuke's,T,64,15,640
Banjo-Pilot,GBA,2005,Racing,THQ,0,07,0,03,0,0,0,1,68,22,5,9,9,Rare Ltd.,E,64,9,640
Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,0,04,0,01,0,0,0,05,30,19,3,4,9,Hothouse Creations,M,32,4,640
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,0,06,0,0,03,0,0,1,63,27,6,6,10,Tri-Crescendo,E10+,64,3,640
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,Atlus,0,07,0,05,0,0,02,0,13,79,23,8,7,26,Atlus Co.,M,83,8,638,4615385
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0,11,0,0,01,0,01,0,13,79,16,8,7,21,Konami,E,83,8,638,4615385
State of Emergency 2,PS2,2006,Shooter,SouthPeak Games,0,04,0,03,0,0,01,0,08,44,36,5,8,15,DC Studios,M,51,14,637,5
Cabela's North American Adventures,X360,2010,Sports,Activision,0,1,0,0,0,01,0,11,51,5,9,4,FUN Labs,T,70,39,636,3636364
Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,0,06,0,04,0,0,01,0,11,51,5,9,44,Bandai,T,70,39,636,3636364
SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0,08,0,03,0,0,0,11,62,9,7,8,11,Full-Fat,E,70,16,636,3636364
Gun Metal,XB,2002,Shooter,Rage Software,0,08,0,02,0,0,0,11,63,17,7,6,8,Rage Software,T,70,13,636,3636364
[Prototype 2],PC,2012,Action,Activision,0,07,0,03,0,0,01,0,11,76,12,6,4,389,Radical Entertainment,M,70,12,636,3636364
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0,0,04,0,06,0,01,0,11,66,7,7,5,54,Artdink,T,70,9,636,3636364
Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0,11,0,0,0,01,0,11,66,21,7,3,8,Polygon Magic,E,70,7,636,3636364
Disney Art Academy,3DS,2016,Action,Nintendo,0,02,0,01,0,08,0,0,11,72,16,6,8,5,Headstrong Games,E,70,4,636,3636364
Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,0,03,0,01,0,06,0,01,0,11,71,20,6,8,44,Tamsoft,T,70,3,636,3636364
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0,1,0,0,0,01,0,11,70,7,7,6,Blitz Games,E,70,0,636,3636364
The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0,06,0,05,0,0,02,0,12,67,31,8,4,8,Black Ops Entertainment,M,76,17,633,3333333
Breakdown,XB,2004,Adventure,Electronic Arts,0,09,0,03,0,0,0,12,71,62,8,2,17,Namco,M,76,11,633,3333333
Spider-Man: Edge of Time,Wii,2011,Action,Activision,0,06,0,02,0,0,01,0,09,62,9,5,2,6,Beenox,T,57,10,633,3333333
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0,08,0,02,0,01,0,01,0,12,74,42,7,9,13,Access Games,T,76,5,633,3333333
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0,04,0,07,0,0,01,0,12,75,5,7,8,148,Ubisoft Toronto,M,76,3,633,3333333
Dragon Ball: Origins,DS,2008,Action,Atari,0,08,0,02,0,0,01,0,12,78,18,7,5,15,Game Republic,T,76,3,633,3333333
Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,0,09,0,02,0,0,0,12,76,18,7,6,5,Toys for Bob,E,76,0,633,3333333
Backyard Baseball,GC,2003,Sports,Infogrames,0,1,0,03,0,0,0,13,70,4,9,4,5,Humongous Entertainment,E,82,24,630,7692308
Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,0,06,0,05,0,0,02,0,13,74,41,9,1,12,Namco,E,82,17,630,7692308
Otogi: Myth of Demons,XB,2002,Action,Sega,0,08,0,02,0,03,0,0,13,80,40,8,5,28,From Software,T,82,5,630,7692308
Ninjatown,DS,2008,Strategy,SouthPeak Games,0,12,0,0,0,01,0,13,80,40,8,3,21,Venan Entertainment, Cashmere Prod.,E,82,3,630,7692308
Predator: Concrete Jungle,XB,2005,Action,Vivendi Games,0,07,0,02,0,0,0,1,46,17,8,10,Eurocom Entertainment Software,M,63,34,630
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0,02,0,02,0,05,0,01,0,1,58,16,6,8,8,Tecmo,E10+,63,10,630
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0,09,0,01,0,0,01,0,1,66,9,6,5,Ubisoft Shanghai,E,63,6,630
MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0,08,0,0,0,03,0,11,68,6,7,25,SCEA San Diego Studios,E,69,2,627,2727273
NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0,07,0,0,0,01,0,08,69,13,3,13,SCEA San Diego Studios,E,50,39,625
Marvel Nemesis: Rise of the Imperfects,DS,2005,Fighting,Electronic Arts,0,08,0,0,0,01,0,08,34,6,6,5,16,EA Canada, Sensory Sweep,E10+,50,31,625
Lost Magic,DS,2006,Role-Playing,Ubisoft,0,09,0,0,02,0,01,0,12,68,44,8,2,32,Taito Corporation,E,75,14,625
Smart Bomb,PSP,2005,Puzzle,Eidos Interactive,0,07,0,0,0,01,0,08,45,19,5,4,5,Core Design Ltd.,E10+,50,9,625
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0,06,0,05,0,0,02,0,12,77,41,7,3,12,Nippon Ichi Software,T,75,4,625
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0,04,0,06,0,0,01,0,12,77,7,7,3,31,TT Games,E10+,75,4,625
FIFA Soccer,PSP,2005,Sports,Electronic Arts,0,11,0,0,0,01,0,12,73,23,7,7,22,EA Canada,E,75,4,625
Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,0,01,0,09,0,0,02,0,12,76,4,7,4,19,Big Ant Studios,E,75,2,625
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0,04,0,03,0,0,01,0,08,49,7,5,1,13,Namco Bandai Games, Monkey Bar Games,E10+,50,2,625
Captain America: Super Soldier,3DS,2011,Action,Sega,0,05,0,02,0,0,01,0,08,51,9,5,6,High Voltage Software,T,50,1,625
RTX Red Rock,PS2,2003,Shooter,LucasArts,0,04,0,03,0,0,01,0,08,49,23,5,4,LucasArts,T,50,1,625
Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0,0,06,0,06,0,01,0,13,86,20,7,6,225,Square Enix,T,81,10,623,0769231
Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0,06,0,05,0,0,02,0,13,77,51,8,5,22,SCE Japan Studio,E10+,81,8,623,0769231
Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0,02,0,05,0,04,0,01,0,13,80,62,8,2,153,Bluepoint Games,T,81,2,623,0769231
Dungeons,PC,2011,Strategy,Kalypso Media,0,07,0,02,0,0,01,0,09,65,35,4,6,106,Realmforge Studios,M,56,19,622,2222222
Winter Stars,X360,2011,Sports,Deep Silver,0,05,0,03,0,0,01,0,09,46,9,6,5,4,49Games,E,56,19,622,2222222
Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0,07,0,02,0,0,0,09,63,13,4,8,4,3d6 Games,T,56,15,622,2222222
Supreme Commander,X360,2008,Strategy,505 Games,0,07,0,01,0,0,01,0,09,56,24,5,7,19,Hellbent Games,E10+,56,1,622,2222222
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,0,13,0,0,01,0,14,85,60,8,9,1404,Colossal Order,E,87,4,621,4285714
Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,0,05,0,04,0,0,01,0,1,42,19,8,3,18,Starsphere Interactive,E,62,41,620
Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0,04,0,03,0,01,0,01,0,1,53,19,7,2,22,Gaijin Entertainment,M,62,19,620
Rocky Balboa,PSP,2007,Sports,Ubisoft,0,01,0,09,0,0,01,0,1,58,17,6,6,11,Ubisoft,T,62,8,620
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0,08,0,02,0,0,0,1,63,11,6,2,5,Climax Group,E,62,1,620
Heatseeker,Wii,2007,Action,Codemasters,0,08,0,0,0,01,0,1,62,25,6,2,32,IR Gurus,T,62,0,620
Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0,0,08,0,0,02,0,11,83,20,5,2,672,Ubisoft Montreal,M,68,31,618,1818182
Mega Man Battle Chip Challenge,GBA,2003,Misc,Capcom,0,08,0,03,0,0,0,11,54,25,8,3,8,Capcom,E,68,29,618,1818182
BMX XXX,XB,2002,Sports,Acclaim Entertainment,0,08,0,02,0,0,0,11,58,26,7,8,9,Z-Axis, Ltd.,M,68,20,618,1818182
GT Advance 2: Rally Racing,GBA,2001,Racing,THQ,0,08,0,03,0,0,0,11,77,12,6,4,MTO,E,68,17,618,1818182
Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,0,08,0,02,0,0,01,0,11,62,9,7,4,9,Santa Entertainment,E,68,12,618,1818182
Real World Golf,PS2,2005,Sports,Valcon Games,0,05,0,04,0,0,01,0,11,73,11,6,3,4,Aqua Pacific, In2Games,E,68,10,618,1818182
AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment,0,05,0,04,0,0,01,0,11,66,22,7,6,KCE Studios,T,68,4,618,1818182
Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,0,11,0,0,0,01,0,12,64,4,8,4,18,Ubisoft,E,74,20,616,6666667
Cel Damage,XB,2001,Racing,Electronic Arts,0,09,0,03,0,0,0,12,65,24,8,4,7,Pseudo Interactive,T,74,19,616,6666667
Worms 3D,PS2,2003,Strategy,Sega,0,06,0,05,0,0,02,0,12,70,31,7,8,22,Team 17,T,74,8,616,6666667
Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0,06,0,05,0,0,02,0,12,78,11,7,6,Infinite Interactive,E10+,74,8,616,6666667
Overlord: Raising Hell,PS3,2008,Action,Codemasters,0,07,0,03,0,0,02,0,12,72,35,7,7,27,4J Studios,T,74,5,616,6666667
Every Extend Extra,PSP,2006,Shooter,Disney Interactive Studios,0,1,0,0,0,01,0,12,74,45,7,3,9,Q Entertainment,E,74,1,616,6666667
Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0,11,0,01,0,0,01,0,12,74,8,7,4,10,Exient Entertainment,E,74,0,616,6666667
Ys: The Ark of Napishtim,PS2,2005,Role-Playing,Konami Digital Entertainment,0,07,0,05,0,0,02,0,13,72,35,8,8,14,Falcom,T,80,16,615,3846154
Spartan: Total Warrior,XB,2005,Action,Sega,0,1,0,03,0,0,0,13,73,36,8,8,12,Creative Assembly,M,80,15,615,3846154
Total War: WARHAMMER,PC,2016,Strategy,Sega,0,0,12,0,0,01,0,13,86,77,7,3,556,Creative Assembly,T,80,13,615,3846154
Dengeki Bunko Fighting Climax,PSV,2014,Fighting,Sega,0,04,0,0,08,0,01,0,13,75,7,8,5,28,Sega,T,80,10,615,3846154
Sega GT,DC,2000,Racing,Sega,0,0,0,13,0,0,13,84,25,7,7,11,TOSE,E,80,7,615,3846154
Freedom Fighters,GC,2003,Shooter,Electronic Arts,0,1,0,03,0,0,0,13,83,15,7,8,12,Io Interactive,T,80,5,615,3846154
Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,Ghostlight,0,06,0,05,0,0,02,0,13,78,42,8,2,48,Atlus Co.,M,80,4,615,3846154
Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0,02,0,02,0,09,0,01,0,14,93,5,7,9,83,Vanillaware,T,86,14,614,2857143
Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0,11,0,03,0,0,01,0,14,81,27,9,1,32,Io Interactive,M,86,10,614,2857143
Shovel Knight,3DS,2015,Platform,Yacht Club Games,0,08,0,04,0,02,0,01,0,14,90,9,8,2,225,Yacht Club Games,E,86,8,614,2857143
Rayman Legends,PSV,2014,Platform,Ubisoft,0,01,0,1,0,0,03,0,14,87,8,8,4,159,Ubisoft Montpellier,E10+,86,3,614,2857143
Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,0,07,0,01,0,0,01,0,08,46,33,5,2,12,K2 LLC,M,49,6,612,5
Surf's Up,X360,2007,Sports,Ubisoft,0,09,0,0,0,01,0,1,61,15,6,1,9,Ubisoft,E10+,61,0,610
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision,0,09,0,02,0,0,0,11,59,5,7,5,6,Sand Grain Studios,T,67,16,609,0909091
Dishonored 2,PC,2016,Action,Bethesda Softworks,0,04,0,07,0,0,01,0,12,86,37,6,383,Arkane Studios,M,73,26,608,3333333
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,0,03,0,02,0,06,0,01,0,12,73,26,7,3,24,Omega Force,T,73,0,608,3333333
All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0,1,0,03,0,0,0,13,74,20,8,4,7,Acclaim,E,79,10,607,6923077
Heroes of the Pacific,XB,2005,Simulation,Codemasters,0,1,0,03,0,0,0,13,76,33,8,2,5,IR Gurus Interactive Ltd.,T,79,6,607,6923077
Baseball Advance,GBA,2002,Sports,Sega,0,1,0,04,0,0,0,13,80,16,7,8,5,Smilebit,E,79,2,607,6923077
Shenmue II,DC,2001,Adventure,Sega,0,0,0,15,0,0,15,88,9,9,4,201,Sega AM2,T,91,6,606,6666667
Spy vs Spy,XB,2005,Action,Global Star,0,08,0,02,0,0,0,11,53,34,8,8,Vicious Cycle,T,66,27,600
Disgaea Infinite,PSP,2010,Adventure,Nippon Ichi Software,0,07,0,0,01,0,01,0,09,64,15,4,4,40,Nippon Ichi Software,T,54,20,600
Strikers 1945,PS,1998,Shooter,Midas Interactive Entertainment,0,07,0,05,0,0,01,0,12,63,5,8,2,6,Psikyo,E,72,19,600
Hidden Invasion,PS2,2001,Shooter,Swing! Entertainment,0,04,0,03,0,0,01,0,08,39,4,5,8,4,Toka,T,48,19,600
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0,08,0,02,0,03,0,01,0,13,69,39,8,7,21,Hudson,E,78,18,600
Undead Knights,PSP,2009,Action,Ubisoft Annecy,0,05,0,0,06,0,01,0,12,63,27,8,13,Now Production,M,72,17,600
F1 2002,PS2,2002,Racing,Electronic Arts,0,05,0,04,0,02,0,01,0,12,81,11,6,4,10,Visual Sciences,E,72,17,600
GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,0,1,0,0,0,01,0,11,58,25,7,5,18,EA Tiburon, n-Space,T,66,17,600
Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0,1,0,0,0,01,0,11,74,27,5,8,11,Infinite Interactive,E10+,66,16,600
Constantine,PS2,2005,Action,SCi,0,05,0,04,0,0,01,0,11,58,29,7,4,24,Bits Studios,M,66,16,600
NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0,07,0,04,0,0,01,0,13,85,17,7,43,Visual Concepts,E,78,15,600
Rocky: Legends,XB,2004,Action,Ubisoft,0,07,0,02,0,0,0,1,67,21,5,2,6,Venom Games,T,60,15,600
Open Season,X360,2006,Platform,Ubisoft,0,1,0,0,0,01,0,11,59,15,7,3,9,Ubisoft,E10+,66,14,600
Boktai: The Sun is in Your Hand,GBA,2003,Role-Playing,Konami Digital Entertainment,0,1,0,04,0,0,0,15,83,31,9,6,16,KCEJ,E,90,13,600
NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0,11,0,0,0,01,0,12,79,24,6,6,5,Kush Games,E10+,72,13,600
NASCAR,PSP,2006,Racing,Electronic Arts,0,09,0,0,0,01,0,1,66,13,5,3,6,Exient Entertainment,E,60,13,600
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0,11,0,0,0,01,0,12,66,21,7,7,6,SCEA,E,72,11,600
Persona 4: Arena,X360,2012,Fighting,Atlus,0,08,0,01,0,03,0,01,0,13,83,21,7,3,60,Arc System Works,T,78,10,600
Dokapon Kingdom,Wii,2008,Role-Playing,Sting,0,12,0,0,0,01,0,13,73,11,8,3,17,Sting,E10+,78,10,600
Nightshade,PS2,2003,Action,Sega,0,06,0,04,0,0,01,0,12,68,39,7,7,20,Wow Entertainment,M,72,9,600
Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0,06,0,02,0,0,02,0,09,49,12,5,8,32,Prope,E10+,54,9,600
Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,0,09,0,02,0,0,01,0,12,68,28,7,5,6,Activision,E10+,72,7,600
Touch My Katamari ,PSV,2011,Puzzle,Namco Bandai Games,0,07,0,03,0,0,02,0,12,69,41,7,4,51,Bandai Namco Games,E10+,72,5,600
Tropico 5,PC,2014,Simulation,Kalypso Media,0,02,0,09,0,0,01,0,12,75,51,7,351,Haemimont,T,72,5,600
The BIGS 2,PS3,2009,Sports,Take-Two Interactive,0,12,0,0,0,01,0,13,80,18,7,6,16,Blue Castle Games,E10+,78,4,600
Castlevania: Curse of Darkness,XB,2005,Action,Konami Digital Entertainment,0,09,0,03,0,0,0,12,74,26,7,13,Konami,M,72,4,600
Crush3D,3DS,2012,Platform,Sega,0,07,0,04,0,0,01,0,12,71,32,7,4,16,Zoe Mode,E10+,72,3,600
College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0,11,0,0,0,01,0,12,70,17,7,3,11,2K Sports,E,72,3,600
Dark Angel: Vampire Apocalypse,PS2,2001,Role-Playing,Metro 3D,0,04,0,03,0,0,01,0,09,53,9,5,6,5,Metro3D,T,54,3,600
How to Train Your Dragon 2,WiiU,2014,Adventure,Little Orbit,0,03,0,05,0,0,01,0,08,47,4,4,9,7,Torus Games,E10+,48,2,600
Mind Zero,PSV,2013,Role-Playing,GungHo,0,05,0,0,04,0,02,0,1,59,13,6,72,Zerodiv,T,60,1,600
Big Mutha Truckers 2,XB,2005,Racing,Empire Interactive,0,05,0,02,0,0,0,07,50,31,3,4,5,Eutechnyx,M,42,16,600
Sphinx and the Cursed Mummy,GC,2003,Action,THQ,0,11,0,03,0,0,0,14,79,22,8,8,12,Eurocom Entertainment Software,T,84,9,600
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0,04,0,08,0,0,02,0,14,88,28,8,116,Firaxis Games,T,84,8,600
Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0,03,0,08,0,0,02,0,14,81,10,8,6,73,Starbreeze,T,84,5,600
Terraria,PC,2011,Action,Unknown,0,0,13,0,0,01,0,14,83,29,8,5,1613,Re-Logic,T,84,2,600
NCAA College Basketball 2K3,XB,2002,Sports,Sega,0,11,0,03,0,0,01,0,14,84,12,8,4,5,Kush Games,E,84,0,600
Doom,GBA,2001,Shooter,Activision,0,1,0,04,0,0,0,14,81,24,8,5,15,David A. Palmer Productions,T,83,4,592,8571429
Project CARS,PC,2015,Racing,Slightly Mad Studios,0,0,12,0,0,01,0,13,83,48,7,1,418,Slightly Mad Studios,E,77,12,592,3076923
Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0,1,0,03,0,0,0,13,82,40,7,2,13,Crystal Dynamics,T,77,10,592,3076923
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0,09,0,03,0,0,0,12,70,17,7,2,5,Activision,E,71,2,591,6666667
Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment,0,08,0,03,0,0,0,12,72,8,7,5,RFX Interactive,T,71,2,591,6666667
Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,0,08,0,02,0,0,0,11,82,19,4,8,4,EA Sports,E,65,34,590,9090909
Split/Second,PSP,2010,Racing,Disney Interactive Studios,0,08,0,02,0,0,02,0,11,63,16,6,7,15,Black Rock Studio,E10+,65,4,590,9090909
Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment,0,1,0,0,0,01,0,11,66,18,6,4,5,Konami Computer Entertainment Hawaii,E,65,2,590,9090909
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0,0,1,0,0,01,0,1,74,9,4,4,239,Konami,E,59,30,590
Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0,08,0,01,0,0,01,0,1,53,11,6,5,4,Dreamcatcher,T,59,12,590
The Incredible Hulk: Ultimate Destruction,GC,2005,Action,Vivendi Games,0,11,0,03,0,0,0,15,84,30,9,1,14,Radical Entertainment,T,88,7,586,6666667
World Series Baseball 2K3,XB,2003,Sports,Sega,0,11,0,03,0,0,01,0,15,89,22,8,6,14,Blue Shift,E,88,3,586,6666667
Apex,XB,2003,Racing,Atari,0,1,0,03,0,0,0,14,74,26,9,1,7,Milestone S.r.l,E,82,17,585,7142857
Superman Returns,DS,2006,Action,Electronic Arts,0,07,0,0,0,01,0,07,33,8,4,9,13,EA Tiburon,E,41,16,585,7142857
Fatal Frame,PS2,2001,Action,Wanadoo,0,07,0,06,0,0,02,0,14,74,22,8,9,72,Tecmo,T,82,15,585,7142857
Dead to Rights,GC,2002,Shooter,Electronic Arts,0,11,0,03,0,0,0,14,77,16,8,7,7,Namco,M,82,10,585,7142857
FIFA Soccer 2005,GC,2004,Sports,Electronic Arts,0,11,0,03,0,0,0,14,78,22,8,5,6,EA Canada,E,82,7,585,7142857
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0,07,0,05,0,0,02,0,14,79,28,8,6,8,Mix Max,T,82,7,585,7142857
Gladius,XB,2003,Strategy,Activision,0,1,0,03,0,0,0,14,79,31,8,5,22,LucasArts,T,82,6,585,7142857
Alien: Isolation,PC,2014,Shooter,Sega,0,0,14,0,0,01,0,14,81,41,8,4,1588,Creative Assembly,M,82,3,585,7142857
